title,views,log_views,exclamation,question,bleep_censor,pos_VBD,pos_NN,pos_POS,pos_JJ,pos_IN,pos_.,pos_VBN,pos_DT,pos_:,pos_NNS,pos_VB,pos_TO,pos_-NONE-,pos_VBZ,pos_VBP,pos_'',pos_RB,pos_NNP,pos_MD,pos_RP,pos_PRP,pos_VBG,pos_CD,pos_WRB,pos_$,pos_CC,"pos_,",pos_WP,pos_RBS,pos_PRP$,pos_WDT,pos_JJR,pos_#,pos_JJS,pos_EX,pos_RBR,pos_LS,pos_PDT,pos_``,pos_WP$
"AP Reviews Longer, High Quality Video Of Alleged Rice Elevator Incident",13553,9.514363204016016,0,0,0,0,6,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Politico Reporter 'Surprised' By Negative Reaction To Tweets About Rice's Wife,18326,9.816076095525158,0,0,0,0,5,1,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kirsten Gillibrand Called Arlington, Virginia A 'Soulless Suburb'",6300,8.748304912379622,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Georgia GOPer Complains About Early Voting, Excessive Black Voting",40782,10.615996086574693,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nike And EA Sports Are Cutting Ties With Ray Rice,559,6.326149473155099,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB-GYN Org Warns: Don't Use Contraception As 'Political Tool',4229,8.349720837472491,0,0,0,0,3,0,2,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas Senate Nom Sues Kobach To Get Himself Taken Off Ballot,5596,8.629807335785372,0,0,0,0,2,0,0,0,0,1,0,0,2,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judge Denied Petitions To Release Michael Brown Juvenile Records,4698,8.454892165218858,0,0,0,1,4,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gov. Cuomo Wins Closer-Than-Expected NY Primary,3044,8.020927718981577,0,0,0,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Cruz-Backed Congressional Candidate Wins GOP Primary In NH,1764,7.475339236566738,0,0,0,1,2,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breitbart News: IRS Is Targeting Us With A Politically Motivated Audit,1878,7.5379626597682075,0,0,0,0,3,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elite NY Golf Courses Reportedly Rejected Obama’s Tee Off Requests,24804,10.118760209469768,0,0,0,1,4,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jay Carney Joins CNN As A Commentator, Starting Tonight",320,5.768320995793773,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"NY Times Correction: Dick Cheney Was Vice President, Not President",3013,8.0106915391303,0,0,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Man Who Goes By ‘Huggie Bear’ Says His Border Militia Is Just Misunderstood,2613,7.868254265520612,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"No Fan Of Hillary, Bill Maher Says He Could Vote GOP In 2016",34105,10.437199280088821,0,0,0,0,4,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GOPer Doubles Down On Excessive Black Voting Complaint: I Prefer 'Educated Voters',50514,10.83000580456572,0,0,0,0,4,1,2,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dems Don't Totally Rule Out Getting Involved In Crazy Kansas Senate Race,1092,6.9957661563048505,0,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Review On Wendy Davis: 'Maybe She Didn't' Have An Abortion,8855,9.088737550216932,0,0,0,1,3,0,2,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reid: It's 'Terrifying' The GOP Is Listening To Dick Cheney,6386,8.761863373274728,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colbert Loves The Apple Watch: 'It's Finally Cool To Wear A Calculator Watch!',2222,7.706162970199577,1,0,0,0,5,1,2,0,1,0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indicted NFL Star: I Am Not A Child Abuser,2016,7.6088706291912604,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Weekly Standard Distorts Elizabeth Warren's Comment On Israel,13233,9.490468988773051,0,0,0,0,3,1,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart: Rivalry Between ISIS And Al Qaeda Is A 'Classic Coke V. Pepsi Situation',1289,7.161622002939187,0,0,0,0,7,0,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gillibrand 'Furious' About How Ray Rice Situation Was Handled,2020,7.61085279039525,0,0,0,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mass. Mayor Brandishes Gun During Late-Night Meeting With Rival,17101,9.746892220313054,0,0,0,0,4,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia GOPer Investigating Alleged Voter Fraud By Dem-Led Group,10012,9.211539652551664,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fox Panelist: Wives Shouldn't Hit 'Testosterone-Filled' Husbands Either,2872,7.962763930168115,0,0,0,1,1,0,1,0,0,0,0,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another Dem Shows A Little Bit Of Love For Obamacare In Campaign Ad,880,6.779921907472253,0,0,0,0,6,0,0,3,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molotov Cocktail Thrown Through Window Of Rep Cleaver's Mo. Office,9826,9.192787212728593,0,0,0,0,8,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Official Dead In Shooting At County Meeting In Iowa,21853,9.992093490870152,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOPer Is Pretty Sure Safety Regs Are Secret Climate Change Regs,3952,8.281977058867758,0,0,0,0,4,0,1,0,0,1,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Off-Duty Cop Sets Gun On Toilet Paper Dispenser, Accidentally Fires It",1620,7.390181428226429,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rep. Clyburn: Key To Getting Out The Dem Vote Is 'Sexting' (VIDEO),6098,8.7157161275482,0,0,0,0,3,0,2,0,0,0,1,3,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOP Rolls Out Big Guns To Save Critical Kansas Senate Seat,3913,8.272059622210412,0,0,0,0,2,0,2,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOPer Who Called Gay People 'Filthy' Doesn't Care If Land Debates If She Wins,7797,8.9614943233096,0,0,0,0,2,0,1,2,0,1,0,0,2,1,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fox Contributor: 'Anti-Testicular Police' Have Unfairly Ripped Ray Rice's 'Balls' Off,19818,9.894345894618844,0,0,0,0,6,2,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Peak At What Obama Will Say Tonight On U.S. Strategy For ISIS,1149,7.0466472778487566,0,0,0,0,4,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John McCain Dukes It Out With Jay Carney Over Obama's ISIS Speech (VIDEO),15798,9.667638628724363,0,0,0,0,8,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobach Counters After Being Sued To Take Dem Off Kansas Senate Ballot,7276,8.892336539638011,0,0,0,0,3,0,0,2,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brewer Tells Candidates Not To Follow Her Debate Lead: 'Don't Pause' (VIDEO),1515,7.323170717943469,0,0,0,0,2,0,1,0,0,0,0,3,2,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Trump: If Obama Resigns, He Can Golf At My Courses All He Wants",3063,8.027150106832774,0,0,0,0,2,0,0,2,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
FULL TEXT: Obama's Speech On ISIS,7234,8.886547412512042,0,0,0,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Cruz Blames Anti-Semitism After Arab Christians Boo Him Off Stage,37777,10.539455730808891,0,0,0,1,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Of Michael Brown Shooting Scene: 'He Had His F**king Hands In The Air!',318153,12.67028767813086,1,0,2,1,4,0,2,3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GOP Rep Slams Ted Cruz For 'Incendiary' Remarks To Arab Christians,15210,9.62970838525334,0,0,0,1,3,0,1,1,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Stewart Flips Off The NFL: 'You Done F*cked Up' (VIDEO),4719,8.459352191726389,0,0,1,0,3,0,1,2,0,0,1,3,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romney Rides To Rescue For Roberts In Tight Kansas Senate Race,645,6.4692503167957724,0,0,0,0,2,0,1,2,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOP Sen. Portman: Control Of The Senate Is Too Close To Call,466,6.1441856341256464,0,0,0,0,4,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina House Speaker Suspends Himself After Indictment,2419,7.791109510610028,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rand Paul Passes On Burning Man, He'll Be 'Pretty Busy Next Summer'",1462,7.2875606403097235,0,0,0,0,5,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
School Board Rejects Resolution To Condemn AP U.S. History Framework,9973,9.207636720401867,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberts Rips Independent Challenger As A Closet Democrat In Kansas Race,1838,7.516433302915633,0,0,0,0,4,0,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruz: U.S. Shouldn't Get Distracted From ISIS By 'Side Issues' Like Civil Wars,1071,6.976348070447749,0,0,0,0,3,1,1,3,0,1,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portman Suspects Obamacare Repeal Will Be GOP Senate's Priority,4342,8.376090350438238,0,0,0,0,4,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCain: 'False' For Obama To Say There Are No Boots On The Ground In Iraq,1199,7.089243155027513,0,0,0,0,4,0,1,3,0,0,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guttmacher Pushes Back On GOPers' 'Troubling' Over-The-Counter Plan,2413,7.788626065625031,0,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Local Mississippi Election Could Literally Be Decided By Coin Toss,1654,7.410951875583635,0,0,0,0,3,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Judge Quotes Frank Underwood In An Actual Ruling,36094,10.493881925521244,0,0,0,0,4,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN Panelist Flips When NOW Calls On Goodell To Resign Over Rice Video,9046,9.11007795003779,0,0,0,1,4,0,0,2,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palin Clan Reportedly Involved In Epic 'Dog Pile' Fistfight At Snowmobile Party,79345,11.281560711996944,0,0,0,1,5,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannity Guest: 'Ray Rice Is The Bigger Victim Of Domestic Violence Here',16304,9.699165755462506,0,0,0,1,4,0,2,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Colbert Joins Fox Host In Being Outraged About Obama's Speech Before It Even Happened,17011,9.741615472609585,0,0,0,1,5,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia Yoga Studio Tweets '9+11 = 20% Off' Sale, Conspiracy Theories",10490,9.258177701390343,0,0,0,0,6,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep-Red Utah Is Now On The Verge Of Expanding Medicaid Under O-Care,2241,7.714677473800927,0,0,0,0,2,0,2,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Top GA Election Official Warns Dems Are Registering 'All These Minority Voters' (AUDIO),21301,9.966509298952282,0,0,0,0,6,1,2,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catholic League Withdraws From Gay-Friendly NYC St Paddy's Day Parade,1057,6.963189985870238,0,0,0,0,6,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas High Court Rejects Kobach's Request To Transfer Senate Case,19326,9.869206618559254,0,0,0,0,3,1,1,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX-NSA Director Hayden Compares ISIS Airstrikes To 'Casual Sex',6476,8.775858314797526,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dem Opponent: Scott Walker Is No Ronald Reagan,2098,7.648739788956242,0,0,0,2,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Maher: Elizabeth Warren Should Run And Defeat Hillary In 2016 (VIDEO),213953,12.273511643714404,0,0,0,0,4,0,1,1,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Tebow Hired As Contributor For 'Good Morning America',1101,7.003974136722679,0,0,0,1,4,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megyn Kelly: Denying ISIS Is Islamic Is To 'Deny Reality' (VIDEO),14957,9.612934696659329,0,0,0,0,3,0,2,0,0,0,0,3,0,0,1,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report: Ohio Prison Knew Of Escape Plot Before School Shooter Fled,7206,8.882669291308039,0,0,0,2,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohio School Shooter Escapes From Prison,32743,10.396444477759637,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobach Deputy: I Never Told Dem Senate Nominee He Would Be Off Ballot,7823,8.96482339168508,0,0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOP Senate Nom Attended Recent Event Hosted By Sandy Hook Truther,9810,9.191157552559408,0,0,0,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man Reportedly Fired From Job After Telling ABC He Saw Palin Family Brawl (VIDEO),65586,11.091117537521892,0,0,0,1,7,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man Alleges George Zimmerman Threatened To Kill Him In Road Rage Incident,26055,10.167964967343314,0,0,0,0,5,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOPer: I'm Not Sexist — Did Female Dem Ever Go To A 'Lingerie Shower'?,7941,8.97979449089521,0,1,0,1,4,0,3,0,1,0,1,1,0,1,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'Sickening': CT Sen Rips GOP Nom For Event With Sandy Hook Truther,21499,9.97576170140615,0,0,0,0,7,1,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reports: NFL Star Adrian Peterson Indicted On Child Injury Charges,15151,9.625821815359835,0,0,0,1,6,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISIS Reportedly Beheads British Aid Worker,6886,8.83724564389847,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penn. Paper Apologizes For Cartoon Comparing Planes To Slave Ships,6370,8.759354748566206,0,0,0,0,3,0,0,1,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sotomayor: Technology Could Lead To An 'Orwellian World',2778,7.9294865233142895,0,0,0,0,3,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redskins Owner Dan Snyder Backs NFL Commish Roger Goodell,1097,7.00033446027523,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona GOPer Resigns Post Over Sterilization Remarks,19141,9.859587910246107,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sanford's Ex-Fiancée: Our Break-Up Is About Politics, Not His Divorce",29547,10.293737494837812,0,0,0,0,2,1,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"Kerry: 'We Are At War' With ISIS, Just As US Is At War With Al Qaeda",702,6.553933404025811,0,0,0,0,5,0,2,5,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gillibrand: Goodell Should Resign 'If He Lied' About Ray Rice Video,1044,6.9508147684425845,0,0,0,1,5,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"White House: 'We Didn't Threaten' Sotloff, Foley Families",9056,9.111182800442963,0,0,0,1,2,0,1,2,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate Silver Calls Competing Election Forecaster's Model 'Wrong',41085,10.623398370365287,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WATCH: Lindsey Graham Flips Out Over Obama's 'Delusional' ISIS Plan,12293,9.41678527366734,0,0,0,0,6,1,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panthers Deactivate Greg Hardy As He Awaits Trial For Domestic Violence,3698,8.215547411947071,0,0,0,0,3,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colbert: Lindsey Graham Is Right About ISIS, 'We're All Gonna Die!'",11246,9.327767788852148,1,0,0,0,5,0,2,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lobbyist Thomas H. Boggs Dies At Age 73,2996,8.005033344637111,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillary 2016 Group Sends Staff To Key Senate States For Midterms,1457,7.284134806195206,0,0,0,0,3,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Palin's Camp Weighs In: We Brawled, But Someone Else Started It!",62870,11.048824381377107,1,0,0,1,3,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannity On NFL's Peterson: My Dad Hit Me With A 'Strap' And I'm Okay (VIDEO),34829,10.458205652066457,0,0,0,1,6,1,2,2,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Scarborough: Hillary, Stop Being A Robot And Say If You're Going To Run (VIDEO)",3080,8.03268487596762,0,0,0,0,2,0,2,2,0,0,1,3,0,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Cruz-Backed GOPer Wouldn't Say Whether She's On Obamacare,32140,10.377856639291503,0,0,0,1,1,0,2,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WATCH LIVE: Obama Awards Medal of Honor To Vietnam Vets,361,5.8888779583328805,0,0,0,0,3,0,1,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skeet-Shooting Grimes Tells McConnell 'That's Not How You Hold A Gun',12916,9.466222131878164,0,0,0,0,1,1,2,0,0,0,1,0,2,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL Star Will Be Allowed To Play This Week After Child Injury Indictment,1772,7.479864131165026,0,0,0,0,6,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Englishman John Oliver Explains Why Scotland Is Voting On Independence,30387,10.32177016435491,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
